,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
10049,9319,2012-01-29,1,1,1,0,0,0,1,0.24,0.2576,0.3,0.0,0,5,5,4.0
10050,9320,2012-01-29,1,1,1,0,0,0,1,0.2,0.2121,0.51,0.1343,1,6,7,5.0
10051,9321,2012-01-29,1,1,1,0,0,0,1,0.2,0.2273,0.4,0.1045,1,4,5,6.0
10052,9322,2012-01-29,1,1,1,0,0,0,1,0.2,0.2121,0.37,0.1343,0,12,12,7.0
10053,9323,2012-01-29,1,1,1,0,0,0,1,0.18,0.197,0.4,0.1343,9,61,70,8.0
10054,9324,2012-01-29,1,1,1,0,0,0,1,0.18,0.197,0.43,0.1343,13,98,111,9.0
10055,9325,2012-01-29,1,1,1,0,0,0,1,0.24,0.2424,0.35,0.1343,38,153,191,10.0
10056,9326,2012-01-29,1,1,1,0,0,0,1,0.28,0.2727,0.28,0.2239,57,198,255,11.0
10057,9327,2012-01-29,1,1,1,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,288,12.0
10058,9328,2012-01-29,1,1,1,0,0,0,1,0.32,0.303,0.26,0.2239,78,238,316,13.0
10059,9329,2012-01-29,1,1,1,0,0,0,1,0.32,0.303,0.26,0.2537,51,229,280,14.0
10060,9330,2012-01-29,1,1,1,0,0,0,1,0.36,0.3333,0.25,0.2836,68,242,310,15.0
10061,9331,2012-01-29,1,1,1,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,322,16.0
10062,9332,2012-01-29,1,1,1,0,0,0,1,0.36,0.3333,0.21,0.4179,33,201,234,17.0
10063,9333,2012-01-29,1,1,1,0,0,0,1,0.34,0.303,0.23,0.3582,17,151,168,18.0
10064,9334,2012-01-29,1,1,1,0,0,0,1,0.32,0.303,0.29,0.2537,14,145,159,19.0
10065,9335,2012-01-29,1,1,1,0,0,0,1,0.3,0.2879,0.39,0.2239,13,98,111,20.0
10066,9336,2012-01-29,1,1,1,0,0,0,1,0.3,0.2879,0.33,0.2836,0,69,69,21.0
10067,9337,2012-01-29,1,1,1,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64,22.0
10068,9338,2012-01-29,1,1,1,0,0,0,1,0.3,0.2727,0.33,0.3284,4,21,25,23.0
10069,9339,2012-01-30,1,1,1,0,1,1,2,0.32,0.2879,0.26,0.4179,0,10,10,0.0
10070,9340,2012-01-30,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,9,1.0
10071,9341,2012-01-30,1,1,1,0,1,1,1,0.24,0.2121,0.48,0.3582,1,6,7,2.0
10072,9342,2012-01-30,1,1,1,0,1,1,1,0.24,0.2273,0.48,0.194,0,4,4,3.0
10073,9343,2012-01-30,1,1,1,0,1,1,1,0.2,0.2121,0.51,0.1343,0,5,5,4.0
10074,9344,2012-01-30,1,1,1,0,1,1,1,0.2,0.2121,0.51,0.1343,0,26,26,5.0
10075,9345,2012-01-30,1,1,1,0,1,1,1,0.22,0.2121,0.44,0.2537,0,80,80,6.0
10076,9346,2012-01-30,1,1,1,0,1,1,1,0.22,0.2121,0.44,0.2836,4,221,225,7.0
10077,9347,2012-01-30,1,1,1,0,1,1,1,0.2,0.197,0.47,0.2239,12,481,493,8.0
10078,9348,2012-01-30,1,1,1,0,1,1,1,0.2,0.197,0.47,0.2239,5,193,198,9.0
10079,9349,2012-01-30,1,1,1,0,1,1,1,0.22,0.2121,0.41,0.2836,3,82,85,10.0
10080,9350,2012-01-30,1,1,1,0,1,1,1,0.26,0.2576,0.38,0.0,6,93,99,11.0
10081,9351,2012-01-30,1,1,1,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134,12.0
10082,9352,2012-01-30,1,1,1,0,1,1,1,0.3,0.2879,0.31,0.194,15,117,132,13.0
10083,9353,2012-01-30,1,1,1,0,1,1,1,0.32,0.3333,0.24,0.1343,15,100,115,14.0
10084,9354,2012-01-30,1,1,1,0,1,1,1,0.32,0.3182,0.24,0.194,7,131,138,15.0
10085,9355,2012-01-30,1,1,1,0,1,1,1,0.34,0.3333,0.25,0.194,11,210,221,16.0
10086,9356,2012-01-30,1,1,1,0,1,1,1,0.36,0.3485,0.21,0.194,16,422,438,17.0
10087,9357,2012-01-30,1,1,1,0,1,1,1,0.34,0.3333,0.23,0.1642,11,399,410,18.0
10088,9358,2012-01-30,1,1,1,0,1,1,1,0.3,0.3182,0.45,0.1045,8,298,306,19.0
10089,9359,2012-01-30,1,1,1,0,1,1,1,0.3,0.303,0.39,0.1642,2,179,181,20.0
10090,9360,2012-01-30,1,1,1,0,1,1,1,0.3,0.303,0.42,0.1642,3,159,162,21.0
10091,9361,2012-01-30,1,1,1,0,1,1,1,0.28,0.2727,0.48,0.2239,2,92,94,22.0
10092,9362,2012-01-30,1,1,1,0,1,1,1,0.26,0.2576,0.6,0.194,0,52,52,23.0
10093,9363,2012-01-31,1,1,1,0,2,1,1,0.28,0.2727,0.52,0.2537,0,15,15,0.0
10094,9364,2012-01-31,1,1,1,0,2,1,1,0.3,0.2727,0.42,0.2985,1,7,8,1.0
10095,9365,2012-01-31,1,1,1,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2,2.0
10096,9366,2012-01-31,1,1,1,0,2,1,1,0.3,0.2879,0.45,0.2239,0,2,2,3.0
10097,9367,2012-01-31,1,1,1,0,2,1,1,0.3,0.2879,0.49,0.194,0,1,1,4.0
10098,9368,2012-01-31,1,1,1,0,2,1,1,0.3,0.2879,0.49,0.194,0,22,22,5.0
10099,9369,2012-01-31,1,1,1,0,2,1,1,0.28,0.2727,0.52,0.1642,0,104,104,6.0
10100,9370,2012-01-31,1,1,1,0,2,1,1,0.26,0.2576,0.6,0.194,6,273,279,7.0
10101,9371,2012-01-31,1,1,1,0,2,1,1,0.26,0.2727,0.6,0.1045,14,498,512,8.0
10102,9372,2012-01-31,1,1,1,0,2,1,1,0.3,0.2879,0.52,0.194,30,231,261,9.0
10103,9373,2012-01-31,1,1,1,0,2,1,2,0.32,0.3182,0.57,0.194,34,110,144,10.0
10104,9374,2012-01-31,1,1,1,0,2,1,1,0.4,0.4091,0.37,0.2836,14,125,139,11.0
10105,9375,2012-01-31,1,1,1,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194,12.0
10106,9376,2012-01-31,1,1,1,0,2,1,1,0.46,0.4545,0.36,0.2239,27,171,198,13.0
10107,9377,2012-01-31,1,1,1,0,2,1,1,0.5,0.4848,0.29,0.3284,18,142,160,14.0
10108,9378,2012-01-31,1,1,1,0,2,1,1,0.54,0.5152,0.26,0.4478,27,150,177,15.0
10109,9379,2012-01-31,1,1,1,0,2,1,1,0.54,0.5152,0.26,0.4478,30,277,307,16.0
10110,9380,2012-01-31,1,1,1,0,2,1,1,0.54,0.5152,0.26,0.4179,41,518,559,17.0
10111,9381,2012-01-31,1,1,1,0,2,1,1,0.54,0.5152,0.24,0.3582,16,486,502,18.0
10112,9382,2012-01-31,1,1,1,0,2,1,1,0.5,0.4848,0.29,0.2836,22,306,328,19.0
10113,9383,2012-01-31,1,1,1,0,2,1,1,0.4,0.4091,0.58,0.1045,15,223,238,20.0
10114,9384,2012-01-31,1,1,1,0,2,1,1,0.46,0.4545,0.33,0.2985,3,162,165,21.0
10115,9385,2012-01-31,1,1,1,0,2,1,1,0.44,0.4394,0.35,0.2985,11,118,129,22.0
10116,9386,2012-01-31,1,1,1,0,2,1,1,0.44,0.4394,0.38,0.2537,2,61,63,23.0
10117,9387,2012-02-01,1,1,2,0,3,1,1,0.44,0.4394,0.38,0.2836,0,31,31,0.0
10118,9388,2012-02-01,1,1,2,0,3,1,1,0.44,0.4394,0.41,0.2836,0,4,4,1.0
10119,9389,2012-02-01,1,1,2,0,3,1,1,0.44,0.4394,0.44,0.2836,1,6,7,2.0
10120,9390,2012-02-01,1,1,2,0,3,1,1,0.44,0.4394,0.44,0.194,0,3,3,3.0
10121,9391,2012-02-01,1,1,2,0,3,1,1,0.4,0.4091,0.5,0.1642,0,1,1,4.0
10122,9392,2012-02-01,1,1,2,0,3,1,1,0.4,0.4091,0.5,0.1642,0,18,18,5.0
10123,9393,2012-02-01,1,1,2,0,3,1,3,0.4,0.4091,0.54,0.1642,0,67,67,6.0
10124,9394,2012-02-01,1,1,2,0,3,1,3,0.38,0.3939,0.62,0.0896,7,201,208,7.0
10125,9395,2012-02-01,1,1,2,0,3,1,3,0.36,0.3636,0.73,0.1045,15,505,520,8.0
10126,9396,2012-02-01,1,1,2,0,3,1,2,0.36,0.3485,0.71,0.194,9,267,276,9.0
10127,9397,2012-02-01,1,1,2,0,3,1,1,0.4,0.4091,0.62,0.1343,9,124,133,10.0
10128,9398,2012-02-01,1,1,2,0,3,1,1,0.4,0.4091,0.58,0.1642,27,116,143,11.0
10129,9399,2012-02-01,1,1,2,0,3,1,1,0.44,0.4394,0.54,0.1045,26,153,179,12.0
10130,9400,2012-02-01,1,1,2,0,3,1,1,0.46,0.4545,0.47,0.2239,12,174,186,13.0
10131,9401,2012-02-01,1,1,2,0,3,1,1,0.62,0.6212,0.33,0.2239,33,159,192,14.0
10132,9402,2012-02-01,1,1,2,0,3,1,1,0.6,0.6212,0.35,0.2836,25,169,194,15.0
10133,9403,2012-02-01,1,1,2,0,3,1,1,0.6,0.6212,0.4,0.2239,22,261,283,16.0
10134,9404,2012-02-01,1,1,2,0,3,1,1,0.58,0.5455,0.43,0.194,31,508,539,17.0
10135,9405,2012-02-01,1,1,2,0,3,1,1,0.56,0.5303,0.46,0.1642,12,514,526,18.0
10136,9406,2012-02-01,1,1,2,0,3,1,1,0.54,0.5152,0.52,0.2836,20,315,335,19.0
10137,9407,2012-02-01,1,1,2,0,3,1,1,0.52,0.5,0.52,0.1642,10,254,264,20.0
10138,9408,2012-02-01,1,1,2,0,3,1,1,0.52,0.5,0.52,0.1642,16,217,233,21.0
10139,9409,2012-02-01,1,1,2,0,3,1,1,0.5,0.4848,0.55,0.194,7,133,140,22.0
10140,9410,2012-02-01,1,1,2,0,3,1,1,0.46,0.4545,0.63,0.0896,22,75,97,23.0
10141,9411,2012-02-02,1,1,2,0,4,1,1,0.46,0.4545,0.59,0.1343,7,24,31,0.0
10142,9412,2012-02-02,1,1,2,0,4,1,2,0.46,0.4545,0.55,0.0,3,14,17,1.0
10143,9413,2012-02-02,1,1,2,0,4,1,2,0.42,0.4242,0.67,0.1343,2,7,9,2.0
10144,9414,2012-02-02,1,1,2,0,4,1,2,0.42,0.4242,0.67,0.1343,0,2,2,3.0
10145,9415,2012-02-02,1,1,2,0,4,1,3,0.4,0.4091,0.82,0.0896,0,1,1,4.0
10146,9416,2012-02-02,1,1,2,0,4,1,3,0.4,0.4091,0.82,0.0,0,19,19,5.0
10147,9417,2012-02-02,1,1,2,0,4,1,3,0.36,0.3788,0.9,0.0,1,73,74,6.0
10148,9418,2012-02-02,1,1,2,0,4,1,3,0.36,0.3788,0.93,0.0,4,201,205,7.0
10149,9419,2012-02-02,1,1,2,0,4,1,3,0.4,0.4091,0.87,0.0,9,436,445,8.0
10150,9420,2012-02-02,1,1,2,0,4,1,3,0.38,0.3939,0.87,0.0,15,213,228,9.0
10151,9421,2012-02-02,1,1,2,0,4,1,3,0.42,0.4242,0.77,0.1045,6,72,78,10.0
10152,9422,2012-02-02,1,1,2,0,4,1,3,0.4,0.4091,0.82,0.2537,6,99,105,11.0
10153,9423,2012-02-02,1,1,2,0,4,1,1,0.42,0.4242,0.82,0.0,8,140,148,12.0
10154,9424,2012-02-02,1,1,2,0,4,1,2,0.42,0.4242,0.77,0.0,13,124,137,13.0
10155,9425,2012-02-02,1,1,2,0,4,1,1,0.4,0.4091,0.76,0.1045,12,129,141,14.0
10156,9426,2012-02-02,1,1,2,0,4,1,1,0.46,0.4545,0.67,0.1642,24,150,174,15.0
10157,9427,2012-02-02,1,1,2,0,4,1,1,0.46,0.4545,0.55,0.2836,18,211,229,16.0
10158,9428,2012-02-02,1,1,2,0,4,1,1,0.42,0.4242,0.54,0.4925,13,437,450,17.0
10159,9429,2012-02-02,1,1,2,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410,18.0
10160,9430,2012-02-02,1,1,2,0,4,1,1,0.38,0.3939,0.43,0.5224,16,311,327,19.0
10161,9431,2012-02-02,1,1,2,0,4,1,1,0.36,0.3182,0.46,0.5224,9,204,213,20.0
10162,9432,2012-02-02,1,1,2,0,4,1,1,0.34,0.303,0.46,0.4179,4,144,148,21.0
10163,9433,2012-02-02,1,1,2,0,4,1,1,0.32,0.2879,0.49,0.4179,3,106,109,22.0
10164,9434,2012-02-02,1,1,2,0,4,1,1,0.32,0.303,0.49,0.2537,0,61,61,23.0
10165,9435,2012-02-03,1,1,2,0,5,1,1,0.32,0.2879,0.53,0.3881,1,37,38,0.0
10166,9436,2012-02-03,1,1,2,0,5,1,1,0.3,0.2727,0.56,0.3284,3,19,22,1.0
10167,9437,2012-02-03,1,1,2,0,5,1,1,0.3,0.2879,0.52,0.2239,0,6,6,2.0
10168,9438,2012-02-03,1,1,2,0,5,1,1,0.28,0.2576,0.56,0.2985,0,4,4,3.0
10169,9439,2012-02-03,1,1,2,0,5,1,1,0.26,0.2576,0.6,0.2239,0,2,2,4.0
10170,9440,2012-02-03,1,1,2,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17,5.0
10171,9441,2012-02-03,1,1,2,0,5,1,1,0.24,0.2424,0.65,0.1642,0,88,88,6.0
10172,9442,2012-02-03,1,1,2,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216,226,7.0
10173,9443,2012-02-03,1,1,2,0,5,1,1,0.24,0.2273,0.65,0.2239,12,429,441,8.0
10174,9444,2012-02-03,1,1,2,0,5,1,1,0.24,0.2273,0.65,0.194,18,252,270,9.0
10175,9445,2012-02-03,1,1,2,0,5,1,1,0.28,0.2576,0.56,0.2836,15,114,129,10.0
10176,9446,2012-02-03,1,1,2,0,5,1,1,0.32,0.303,0.53,0.2985,15,149,164,11.0
10177,9447,2012-02-03,1,1,2,0,5,1,1,0.34,0.3333,0.46,0.1343,25,191,216,12.0
10178,9448,2012-02-03,1,1,2,0,5,1,1,0.36,0.3636,0.46,0.0,25,173,198,13.0
10179,9449,2012-02-03,1,1,2,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170,14.0
10180,9450,2012-02-03,1,1,2,0,5,1,1,0.38,0.3939,0.4,0.0,48,168,216,15.0
10181,9451,2012-02-03,1,1,2,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311,16.0
10182,9452,2012-02-03,1,1,2,0,5,1,1,0.4,0.4091,0.37,0.0896,30,458,488,17.0
10183,9453,2012-02-03,1,1,2,0,5,1,1,0.38,0.3939,0.4,0.1343,17,368,385,18.0
10184,9454,2012-02-03,1,1,2,0,5,1,1,0.34,0.3485,0.49,0.1045,11,256,267,19.0
10185,9455,2012-02-03,1,1,2,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163,20.0
10186,9456,2012-02-03,1,1,2,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,134,21.0
10187,9457,2012-02-03,1,1,2,0,5,1,1,0.34,0.3485,0.49,0.1045,3,116,119,22.0
10188,9458,2012-02-03,1,1,2,0,5,1,1,0.26,0.2727,0.7,0.1045,3,74,77,23.0
10189,9459,2012-02-04,1,1,2,0,6,0,1,0.26,0.2727,0.7,0.1045,10,76,86,0.0
10190,9460,2012-02-04,1,1,2,0,6,0,1,0.26,0.2727,0.7,0.1045,0,43,43,1.0
10191,9461,2012-02-04,1,1,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44,2.0
10192,9462,2012-02-04,1,1,2,0,6,0,1,0.24,0.2879,0.75,0.0,1,17,18,3.0
10193,9463,2012-02-04,1,1,2,0,6,0,1,0.24,0.2576,0.81,0.0896,1,5,6,4.0
10194,9464,2012-02-04,1,1,2,0,6,0,1,0.24,0.2576,0.81,0.0896,1,3,4,5.0
10195,9465,2012-02-04,1,1,2,0,6,0,1,0.22,0.2273,0.87,0.1343,1,4,5,6.0
10196,9466,2012-02-04,1,1,2,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28,7.0
10197,9467,2012-02-04,1,1,2,0,6,0,1,0.24,0.2879,0.87,0.0,4,86,90,8.0
10198,9468,2012-02-04,1,1,2,0,6,0,1,0.24,0.2424,0.81,0.1343,16,141,157,9.0
10199,9469,2012-02-04,1,1,2,0,6,0,1,0.24,0.2576,0.87,0.1045,31,193,224,10.0
10200,9470,2012-02-04,1,1,2,0,6,0,1,0.3,0.3333,0.7,0.0,46,224,270,11.0
10201,9471,2012-02-04,1,1,2,0,6,0,2,0.3,0.3182,0.7,0.0896,40,260,300,12.0
10202,9472,2012-02-04,1,1,2,0,6,0,2,0.3,0.2879,0.7,0.194,58,244,302,13.0
10203,9473,2012-02-04,1,1,2,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,276,14.0
10204,9474,2012-02-04,1,1,2,0,6,0,2,0.32,0.303,0.66,0.2239,61,244,305,15.0
10205,9475,2012-02-04,1,1,2,0,6,0,2,0.34,0.3333,0.61,0.1642,20,123,143,16.0
10206,9476,2012-02-04,1,1,2,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67,17.0
10207,9477,2012-02-04,1,1,2,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64,18.0
10208,9478,2012-02-04,1,1,2,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80,19.0
10209,9479,2012-02-04,1,1,2,0,6,0,3,0.24,0.2273,0.93,0.194,4,73,77,20.0
10210,9480,2012-02-04,1,1,2,0,6,0,3,0.24,0.2424,0.93,0.1343,4,74,78,21.0
10211,9481,2012-02-04,1,1,2,0,6,0,2,0.24,0.2576,0.87,0.0896,4,91,95,22.0
10212,9482,2012-02-04,1,1,2,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70,23.0
10213,9483,2012-02-05,1,1,2,0,0,0,2,0.24,0.2424,0.87,0.1343,3,58,61,0.0
10214,9484,2012-02-05,1,1,2,0,0,0,2,0.24,0.2576,0.93,0.1045,5,46,51,1.0
10215,9485,2012-02-05,1,1,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63,2.0
10216,9486,2012-02-05,1,1,2,0,0,0,3,0.24,0.2576,0.87,0.0896,4,13,17,3.0
10217,9487,2012-02-05,1,1,2,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9,9,4.0
10218,9488,2012-02-05,1,1,2,0,0,0,3,0.26,0.2576,0.81,0.194,0,4,4,5.0
10219,9489,2012-02-05,1,1,2,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4,6.0
10220,9490,2012-02-05,1,1,2,0,0,0,2,0.24,0.2424,0.75,0.1642,0,16,16,7.0
10221,9491,2012-02-05,1,1,2,0,0,0,2,0.24,0.2424,0.75,0.1642,4,58,62,8.0
10222,9492,2012-02-05,1,1,2,0,0,0,2,0.24,0.2273,0.7,0.2239,9,83,92,9.0
10223,9493,2012-02-05,1,1,2,0,0,0,2,0.26,0.2424,0.65,0.2836,10,138,148,10.0
10224,9494,2012-02-05,1,1,2,0,0,0,2,0.26,0.2576,0.7,0.194,22,160,182,11.0
10225,9495,2012-02-05,1,1,2,0,0,0,2,0.26,0.2576,0.65,0.194,25,223,248,12.0
10226,9496,2012-02-05,1,1,2,0,0,0,2,0.28,0.2727,0.61,0.1642,33,241,274,13.0
10227,9497,2012-02-05,1,1,2,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243,14.0
10228,9498,2012-02-05,1,1,2,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272,15.0
10229,9499,2012-02-05,1,1,2,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296,16.0
10230,9500,2012-02-05,1,1,2,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306,17.0
10231,9501,2012-02-05,1,1,2,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181,18.0
10232,9502,2012-02-05,1,1,2,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,19.0
10233,9503,2012-02-05,1,1,2,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50,20.0
10234,9504,2012-02-05,1,1,2,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,21.0
10235,9505,2012-02-05,1,1,2,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,22.0
10236,9506,2012-02-05,1,1,2,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42,23.0
10237,9507,2012-02-06,1,1,2,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21,0.0
10238,9508,2012-02-06,1,1,2,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6,1.0
10239,9509,2012-02-06,1,1,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3,2.0
10240,9510,2012-02-06,1,1,2,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2,4.0
10241,9511,2012-02-06,1,1,2,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17,5.0
10242,9512,2012-02-06,1,1,2,0,1,1,1,0.16,0.1818,0.86,0.1045,0,72,72,6.0
10243,9513,2012-02-06,1,1,2,0,1,1,1,0.16,0.1818,0.86,0.1045,5,229,234,7.0
10244,9514,2012-02-06,1,1,2,0,1,1,1,0.16,0.1818,0.86,0.1343,10,434,444,8.0
10245,9515,2012-02-06,1,1,2,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277,9.0
10246,9516,2012-02-06,1,1,2,0,1,1,1,0.22,0.2424,0.75,0.1045,20,96,116,10.0
10247,9517,2012-02-06,1,1,2,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,11.0
10248,9518,2012-02-06,1,1,2,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131,150,12.0
10249,9519,2012-02-06,1,1,2,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141,13.0
10250,9520,2012-02-06,1,1,2,0,1,1,1,0.4,0.4091,0.35,0.1642,14,126,140,14.0
10251,9521,2012-02-06,1,1,2,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171,15.0
10252,9522,2012-02-06,1,1,2,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228,16.0
10253,9523,2012-02-06,1,1,2,0,1,1,1,0.4,0.4091,0.43,0.2537,13,417,430,17.0
10254,9524,2012-02-06,1,1,2,0,1,1,1,0.38,0.3939,0.43,0.2239,11,426,437,18.0
10255,9525,2012-02-06,1,1,2,0,1,1,1,0.36,0.3333,0.43,0.2537,7,284,291,19.0
10256,9526,2012-02-06,1,1,2,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201,20.0
10257,9527,2012-02-06,1,1,2,0,1,1,1,0.32,0.3182,0.57,0.1642,11,143,154,21.0
10258,9528,2012-02-06,1,1,2,0,1,1,1,0.3,0.303,0.65,0.1343,4,83,87,22.0
10259,9529,2012-02-06,1,1,2,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46,23.0
10260,9530,2012-02-07,1,1,2,0,2,1,1,0.3,0.2879,0.7,0.194,1,22,23,0.0
10261,9531,2012-02-07,1,1,2,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14,1.0
10262,9532,2012-02-07,1,1,2,0,2,1,1,0.3,0.3333,0.61,0.0,0,4,4,2.0
10263,9533,2012-02-07,1,1,2,0,2,1,2,0.3,0.3333,0.7,0.0,1,1,2,3.0
10264,9534,2012-02-07,1,1,2,0,2,1,2,0.3,0.3333,0.7,0.0,0,3,3,4.0
10265,9535,2012-02-07,1,1,2,0,2,1,1,0.32,0.3333,0.49,0.0896,0,15,15,5.0
10266,9536,2012-02-07,1,1,2,0,2,1,1,0.32,0.303,0.45,0.2985,2,98,100,6.0
10267,9537,2012-02-07,1,1,2,0,2,1,1,0.32,0.3485,0.45,0.0,6,293,299,7.0
10268,9538,2012-02-07,1,1,2,0,2,1,1,0.3,0.3182,0.49,0.0,7,522,529,8.0
10269,9539,2012-02-07,1,1,2,0,2,1,1,0.32,0.3333,0.49,0.0,11,278,289,9.0
10270,9540,2012-02-07,1,1,2,0,2,1,1,0.34,0.3333,0.46,0.1642,12,104,116,10.0
10271,9541,2012-02-07,1,1,2,0,2,1,1,0.36,0.3485,0.46,0.194,9,120,129,11.0
10272,9542,2012-02-07,1,1,2,0,2,1,1,0.4,0.4091,0.4,0.3284,9,163,172,12.0
10273,9543,2012-02-07,1,1,2,0,2,1,1,0.44,0.4394,0.38,0.2537,15,169,184,13.0
10274,9544,2012-02-07,1,1,2,0,2,1,1,0.44,0.4394,0.38,0.2537,11,127,138,14.0
10275,9545,2012-02-07,1,1,2,0,2,1,1,0.44,0.4394,0.38,0.194,13,133,146,15.0
10276,9546,2012-02-07,1,1,2,0,2,1,1,0.44,0.4394,0.35,0.2537,19,257,276,16.0
10277,9547,2012-02-07,1,1,2,0,2,1,1,0.44,0.4394,0.35,0.194,15,494,509,17.0
10278,9548,2012-02-07,1,1,2,0,2,1,1,0.42,0.4242,0.38,0.194,10,508,518,18.0
10279,9549,2012-02-07,1,1,2,0,2,1,1,0.38,0.3939,0.43,0.2239,11,327,338,19.0
10280,9550,2012-02-07,1,1,2,0,2,1,1,0.36,0.3485,0.5,0.1343,6,206,212,20.0
10281,9551,2012-02-07,1,1,2,0,2,1,1,0.34,0.3485,0.61,0.1045,20,170,190,21.0
10282,9552,2012-02-07,1,1,2,0,2,1,1,0.32,0.3182,0.57,0.194,11,107,118,22.0
10283,9553,2012-02-07,1,1,2,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51,23.0
10284,9554,2012-02-08,1,1,2,0,3,1,1,0.3,0.2879,0.56,0.2239,2,21,23,0.0
10285,9555,2012-02-08,1,1,2,0,3,1,1,0.28,0.2727,0.61,0.1642,1,9,10,1.0
10286,9556,2012-02-08,1,1,2,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,2.0
10287,9557,2012-02-08,1,1,2,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,3.0
10288,9558,2012-02-08,1,1,2,0,3,1,1,0.24,0.2576,0.7,0.0896,0,1,1,4.0
10289,9559,2012-02-08,1,1,2,0,3,1,1,0.24,0.2576,0.7,0.0896,0,20,20,5.0
10290,9560,2012-02-08,1,1,2,0,3,1,2,0.24,0.2879,0.7,0.0,3,95,98,6.0
10291,9561,2012-02-08,1,1,2,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281,7.0
10292,9562,2012-02-08,1,1,2,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495,508,8.0
10293,9563,2012-02-08,1,1,2,0,3,1,2,0.24,0.2576,0.7,0.1642,8,245,253,9.0
10294,9564,2012-02-08,1,1,2,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108,10.0
10295,9565,2012-02-08,1,1,2,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102,11.0
10296,9566,2012-02-08,1,1,2,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138,12.0
10297,9567,2012-02-08,1,1,2,0,3,1,2,0.28,0.2879,0.61,0.1045,15,111,126,13.0
10298,9568,2012-02-08,1,1,2,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108,14.0
10299,9569,2012-02-08,1,1,2,0,3,1,3,0.3,0.3182,0.61,0.1045,5,49,54,15.0
10300,9570,2012-02-08,1,1,2,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75,16.0
10301,9571,2012-02-08,1,1,2,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155,17.0
10302,9572,2012-02-08,1,1,2,0,3,1,3,0.24,0.2576,0.87,0.1045,4,163,167,18.0
